,Страна,Категория,"Взлетный вес, кг","Длительность полета, час","Практическая дальность, км","Практический потолок, м",Метод запуска,Метод посадки,Тип двигателя,"Размах крыльев, м","Максимальная скорость полета, км/ч",Статус,Производитель,"Полезная нагрузка, кг",Навигация,Диапазон рабочих температур,"Диаметр несущего винта, м","Диагональ рамы, м"
390,Германия,Коптерный тип,6.0,0.75,20.0,4000.0,Вертикальный,Вертикальный,Электрический,,43.0,В производстве,Microdrones,1.2,"GPS, ГЛОНАСС",–10°С..+50°С,,1.03
391,Украина,Самолетный тип,2.5,2.0,50.0,2100.0,Пусковая установка,Парашютная система,Электрический,1.6,130.0,В производстве,НПП «Атлон Авиа»,,GPS,,,
392,Украина,Самолетный тип,200.0,8.0,1050.0,5000.0,Шасси,Шасси,ДВС,6.7,150.0,В разработке,ГП «Антонов»,50.0,н/д,,,
393,Украина,Самолетный тип,5.0,0.5,40.0,3100.0,С руки,В сетку,Электрический,1.0,80.0,В производстве,Национальный авиационный университет Украины,2.0,н/д,,,
394,Украина,Самолетный тип,25.0,4.0,150.0,4000.0,Пусковая установка,Парашютная система,ДВС,,150.0,В производстве,Укртехно-Атом,,н/д,–40°С..+50°С,,
395,Украина,Самолетный тип,150.0,5.0,1500.0,4100.0,Шасси,Шасси,ДВС,5.16,190.0,В производстве,"НПЦБА ""Вираж"" НАУ",55.0,н/д,,,
396,Украина,Самолетный тип,4.95,2.0,20.0,3100.0,Пусковая установка,Парашютная система,Электрический,,130.0,В производстве,"НПЦБА ""Вираж"" НАУ",0.8,н/д,,,
397,Украина,Самолетный тип,5.0,2.0,20.0,4100.0,Пусковая установка,Парашютная система,Электрический,1.5,150.0,В производстве,Государственным Киевским конструкторским бюро «Луч»,1.0,GPS,,,
398,Украина,Самолетный тип,5.0,1.5,35.0,2100.0,С руки,Парашютная система,Электрический,1.6,80.0,В производстве,Укроборонпромом,,н/д,,,
399,Украина,Самолетный тип,50000.0,,4500.0,300000.0,Пусковая установка,Парашютная система,Газотурбинный,14.0,1200.0,В разработке,Национальное аэрокосмическое агентство,300.0,н/д,,,
400,Украина,Самолетный тип,8.0,1.5,40.0,4000.0,С руки,На фюзеляж,Электрический,1.3,120.0,В производстве,Авиация Армия SOS,,н/д,Нет данных,,
401,Украина,Коптерный тип,4.5,0.67,10.0,300.0,Вертикальный,Вертикальный,Электрический,,40.0,В производстве,Drone UA,,GPS,,,0.7
402,Украина,Коптерный тип,2.0,0.75,15.0,2000.0,Пусковая установка,Парашютная система,Электрический,0.72,75.0,В производстве,Smic Aerospace,,н/д,,,
403,Украина,Самолетный тип,240.0,,500.0,5000.0,Шасси,Шасси,ДВС,6.8,120.0,В производстве,Юмик Аэроспейс,40.0,н/д,,,
404,Украина,Самолетный тип,3.0,1.4,15.0,1200.0,Пусковая установка,Трос,Электрический,1.9,80.0,В производстве,Drone UA,,н/д,,,
405,Украина,Самолетный тип,33.0,5.0,50.0,2000.0,Шасси,Шасси,ДВС,3.0,140.0,В производстве,UkrSpecSystems,8.0,н/д,,,
406,Украина,Самолетный тип,35.0,4.0,100.0,5000.0,Пусковая установка,"В сетку, Парашютная система",ДВС,1.4,400.0,В производстве,UAvia,10.0,н/д,,,
407,Украина,Самолетный тип,4.0,1.0,15.0,2000.0,Пусковая установка,Парашютная система,Электрический,0.98,100.0,В производстве,Spai Tech,,GPS,,,
408,Украина,Самолетный тип,4.8,1.0,20.0,3100.0,С руки,Парашютная система,Электрический,1.66,90.0,В производстве,Политек-Аэро,1.5,н/д,,,
409,Украина,Самолетный тип,20.0,10.0,500.0,4000.0,Шасси,Шасси,ДВС,3.6,150.0,В производстве,Smic Aerospace,1.0,н/д,,,
410,Украина,Коптерный тип,10.0,0.83,6.0,1000.0,Вертикальный,Вертикальный,Электрический,,60.0,В производстве,Smic Aerospace,5.0,н/д,,,
411,Украина,Самолетный тип,4.0,0.5,10.0,2100.0,Пусковая установка,На фюзеляж,Электрический,1.4,150.0,В производстве,"WB Electronics, Чезара",,н/д,,,
412,Белоруссия,Самолетный тип,210.0,8.0,290.0,4200.0,Шасси,Шасси,ДВС,2.8,250.0,В производстве,Физико-технический университет Республики Беларусь,,н/д,,,
413,Белоруссия,Самолетный тип,250.0,10.0,300.0,5000.0,Шасси,Шасси,ДВС,2.8,250.0,В производстве,НАН Республики Белорусь,,н/д,,,
414,Белоруссия,Вертолетный тип,124.0,1.5,60.0,750.0,Вертикальный,Вертикальный,ДВС,,60.0,Снято с производства,Independent Development Laboratory,,н/д,,3.16,
415,Белоруссия,Вертолетный тип,150.0,6.0,420.0,3000.0,Вертикальный,Вертикальный,ДВС,,90.0,Снято с производства,Independent Development Laboratory,,н/д,,3.28,
416,Белоруссия,Вертолетный тип,32.0,0.83,20.0,1800.0,Вертикальный,Вертикальный,Газотурбинный,,,Снято с производства,Independent Development Laboratory,,н/д,,2.4,
417,Белоруссия,Вертолетный тип,125.0,1.5,50.0,1500.0,Вертикальный,Вертикальный,ДВС,,70.0,В производстве,Independent Development Laboratory,,н/д,,3.16,
418,Белоруссия,Коптерный тип,12.0,0.67,20.0,2100.0,Вертикальный,Вертикальный,Электрический,,60.0,Снято с производства,Independent Development Laboratory,,н/д,–15°С..+55°С,,
419,Белоруссия,Самолетный тип,155.0,5.0,500.0,9000.0,Пусковая установка,Парашютная система,Газотурбинный,2.98,780.0,Снято с производства,Indela,,н/д,,,
420,Вьетнам,Самолетный тип,26.0,,50.0,4500.0,Шасси,Шасси,ДВС,3.3,150.0,В производстве,Viettel Corporation,,н/д,,,
421,Австрия,Коптерный тип,5.0,0.58,10.0,1000.0,Вертикальный,Вертикальный,Электрический,,45.0,В производстве,Eye.Aero,,н/д,,,
422,Алжир,Самолетный тип,50.0,,240.0,3500.0,Шасси,Шасси,ДВС,3.62,150.0,В производстве,Центр научно-исследовательских технологий Алжира,,н/д,,,
423,Алжир,Самолетный тип,70.0,36.0,720.0,7000.0,Шасси,Шасси,ДВС,2.5,175.0,В производстве,Star Aviation,,н/д,,,
424,Бельгия,Коптерный тип,2.8,0.67,2.5,250.0,Вертикальный,Вертикальный,Электрический,,36.0,Снято с производства,Altigator,,н/д,,,
425,Бельгия,Коптерный тип,3.4,0.25,1.0,320.0,Вертикальный,Вертикальный,Электрический,,20.0,Снято с производства,Altigator,2.0,GPS,,,
426,Бельгия,Коптерный тип,2.5,0.33,3.5,3350.0,Вертикальный,Вертикальный,Электрический,,20.0,В производстве,OnyxStar,,GPS,,,
427,Бельгия,Коптерный тип,6.0,0.62,1.0,400.0,Вертикальный,Вертикальный,Электрический,,15.0,В производстве,OnyxStar,,н/д,,,
428,Бельгия,Коптерный тип,23.0,0.5,2.0,900.0,Вертикальный,Вертикальный,Электрический,,35.0,В производстве,OnyxStar,,GPS,,,
429,Бельгия,Самолетный тип,2.2,0.75,53.0,2500.0,Пусковая установка,Парашютная система,Электрический,1.0,95.0,В производстве,Gatewing,,GPS,,,
430,Бельгия,Самолетный тип,2.5,0.83,60.0,5000.0,Пусковая установка,Парашютная система,Электрический,1.0,100.0,В производстве,Trimble Navigation Limited,,GPS,–5°С..+35°С,,
431,Бельгия,Коптерный тип,5.0,0.33,5.0,2100.0,Вертикальный,Вертикальный,Электрический,,50.0,В производстве,Trimble Navigation Limited,2.3,н/д,,,
432,Латвия,Самолетный тип,22.5,20.0,100.0,4100.0,Шасси,Шасси,ДВС,3.3,150.0,В производстве,UAV Factory,,н/д,,,
433,Латвия,Самолетный тип,21.5,2.0,30.0,3500.0,Шасси,Шасси,Электрический,3.3,130.0,В производстве,UAV Factory,,н/д,,,
434,Латвия,Коптерный тип,16.0,2.0,2.5,250.0,Вертикальный,Вертикальный,Электрический,,60.0,В производстве,MMS Drones,4.0,GPS,,,1.2
435,Венгрия,Самолетный тип,4.5,2.0,15.0,3100.0,С руки,В сетку,Электрический,3.34,148.0,В производстве,Hi Aero Kft,,GPS,,,
