,Страна,Категория,"Взлетный вес, кг","Длительность полета, час","Практическая дальность, км","Практический потолок, м",Тип двигателя,"Размах крыльев, м",Статус,Производитель,"Полезная нагрузка, кг",Диапазон рабочих температур,"Макс. скорость, км/ч"
579,США,Самолетный тип,4000.0,,925.0,10700.0,Газотурбинный,4.8,В производстве,Lockheed,,н/д,450.0
580,Китай,Самолетный тип,3000.0,6.0,290.0,14000.0,Газотурбинный,17.8,В разработке,Aviation Industry Corporation of China,200.0,н/д,550.0
581,США,Самолетный тип,7.0,1.0,50.0,4100.0,Электрический,1.4,В производстве,L-3 Unmanned Systems,,н/д,180.0
582,Китай,Самолетный тип,7500.0,10.0,7000.0,18300.0,Газотурбинный,25.0,В разработке,Chengdu Aircraft Industry Corporation,650.0,н/д,750.0
583,США,Самолетный тип,570.0,0.5,150.0,5100.0,Газотурбинный,3.2,Снято с производства,Curtiss-Wright,,н/д,540.0
584,Канада,Самолетный тип,3.55,0.75,2.0,2500.0,Электрический,1.5,В разработке,PrecisionHawk,1.15,н/д,79.0
585,Китай,Самолетный тип,3300.0,60.0,10000.0,5000.0,ДВС,20.0,В производстве,Китайская Академия аэрокосмической аэродинамики,1000.0,н/д,220.0
586,США,Коптерный тип,4.2,0.75,10.0,,Электрический,,В производстве,CyPhy Works,,н/д,55.0
587,Украина,Самолетный тип,10.0,1.0,,1000.0,ДВС,1.6,В производстве,"НПЦБА ""Вираж"" НАУ",7.0,н/д,160.0
588,США,Самолетный тип,,3.0,50.0,1250.0,ДВС,1.75,В производстве,Dara Aviation,,н/д,85.0
589,США,Самолетный тип,180.0,3.0,1500.0,7100.0,Газотурбинный,,В производстве,DARPA,,н/д,920.0
590,США,Самолетный тип,,,500.0,4600.0,ДВС,,В производстве,Defense Advanced Research Projects Agency,,н/д,350.0
591,США,Коптерный тип,1.3,0.5,5.0,350.0,Электрический,,В производстве,Datron,,н/д,35.0
592,США,Самолетный тип,4.5,,42.0,2600.0,Электрический,1.54,Снято с производства,Делфтский университет США,,н/д,107.0
593,Канада,Самолетный тип,77.3,,10.0,5500.0,ДВС,2.52,В производстве,Meggit,,н/д,300.0
594,США,Вертолетный тип,64.0,1.5,50.0,4100.0,ДВС,,Снято с производства,Dragonfly Pictures,,н/д,160.0
595,США,Самолетный тип,215.0,5.0,300.0,3050.0,ДВС,3.2,В разработке,Dragonfly Pictures,,н/д,185.0
596,Канада,Вертолетный тип,25.0,0.66,10.0,2100.0,Электрический,,В производстве,Ingrobotic,12.0,н/д,100.0
597,США,Вертолетный тип,120.0,3.0,200.0,4100.0,Газотурбинный,,В производстве,DragonFly,,н/д,160.0
598,США,Вертолетный тип,22.5,1.0,30.0,3100.0,Электрический,,В производстве,DragonFly,,н/д,90.0
599,США,Вертолетный тип,120.0,,500.0,3100.0,Электрический,,В производстве,DragonFly,,н/д,140.0
600,Канада,Самолетный тип,2.45,0.83,10.0,3500.0,Электрический,1.52,В производстве,Draganfly,1.14,н/д,95.0
601,США,Вертолетный тип,300.0,5.0,250.0,2500.0,ДВС,,В производстве,DragonFly,195.0,н/д,150.0
602,США,Коптерный тип,12.0,0.75,15.0,170.0,Электрический,,В производстве,DragonFly,,н/д,60.0
603,Россия,Коптерный тип,0.3,1.0,5.0,150.0,Электрический,,В производстве,НИИ прикладной механики имени академика В.И. Кузнецова,,н/д,54.0
604,США,Коптерный тип,,1.0,40.0,450.0,Электрический,,В разработке,Argodesign,,н/д,90.0
605,США,Коптерный тип,,0.5,1.0,150.0,Электрический,,В производстве,Indiegogo,,н/д,36.0
606,США,Самолетный тип,147.0,8.0,200.0,4900.0,ДВС,3.9,В производстве,DRS Technologies,,н/д,185.0
607,Канада,Коптерный тип,2.9,0.33,2.5,2500.0,Электрический,,В производстве,Draganfly,1.2,-25°/38°C,50.0
608,США,Самолетный тип,,96.0,500.0,30000.0,Электрический,34.0,В производстве,Facebook,,н/д,120.0
609,США,Самолетный тип,4060.0,,7681.0,15200.0,ДВС,7.44,Снято с производства,Fairchild,,н/д,870.0
610,Россия,Коптерный тип,700.0,,2500.0,6000.0,ДВС,10.0,В разработке,Ростех,300.0,н/д,300.0
611,Новая Зеландия,Коптерный тип,12.0,,10.0,3000.0,Электрический,,В производстве,X-Craft Enterprises,,н/д,40.0
612,США,Самолетный тип,19.2,,200.0,3000.0,ДВС,3.0,В производстве,Aerovel,,н/д,185.0
613,США,Коптерный тип,10.0,,5.0,1200.0,Электрический,,В производстве,Flirtey,,н/д,35.0
614,США,Самолетный тип,,,40.0,2100.0,Электрический,,В производстве,специалисты Исследовательской лаборатории ВМФ США,,н/д,120.0
615,Россия,Самолетный тип,7000.0,10.0,1000.0,8000.0,ДВС,12.0,В разработке,Кронштадт,1000.0,н/д,600.0
616,США,Коптерный тип,,0.75,20.0,250.0,Электрический,,В разработке,Ford,,н/д,50.0
617,США,Коптерный тип,18.0,,15.0,300.0,Электрический,,В производстве,FreeFly,,н/д,75.0
618,США,Самолетный тип,45.0,27.0,925.0,4600.0,ДВС,3.66,В производстве,AeroMech Engineering Inc,,н/д,220.0
619,Новая Зеландия,Самолетный тип,5.5,,7.0,3100.0,Электрический,2.6,В производстве,Hawk UAS,,н/д,95.0
620,США,Самолетный тип,350.0,,740.0,20000.0,ДВС,16.5,В производстве,General Atomics Aeronautical Systems,,н/д,185.0
621,США,Самолетный тип,145.0,0.43,150.0,2500.0,ДВС,3.56,В производстве,Globe Aircraft Corporation,,н/д,390.0
622,Россия,Самолетный тип,520.0,6.0,2000.0,5100.0,ДВС,,В разработке,Российский оборонно-промышленный комплекс,,н/д,350.0
623,Россия,Самолетный тип,60.0,,1230.0,3500.0,ДВС,4.5,В производстве,Кронштадт,,н/д,170.0
624,Россия,Коптерный тип,35.0,24.0,0.05,50.0,Электрический,,В производстве,Группа Эйр,25.0,н/д,40.0
625,Россия,Коптерный тип,24.0,6.0,500.0,2100.0,Электрический,,В производстве,Аэроксо,7.0,н/д,200.0
626,Россия,Коптерный тип,11.0,,19.0,300.0,Электрический,,В производстве,AIRSCOUT,,н/д,80.0
627,Россия,Коптерный тип,,0.67,35.0,150.0,Электрический,,В производстве,Hoversurf,,н/д,90.0
628,Россия,Коптерный тип,5.0,1.0,15.0,2100.0,Электрический,,В производстве,Аэроксо,,н/д,80.0
629,Россия,Самолетный тип,3.5,6.0,40.0,5100.0,Электрический,2.17,В производстве,Омский государственный технический университет,1.0,–10°С.. + 35°С,150.0
630,Россия,Самолетный тип,,3.5,10.0,5000.0,Электрический,2.0,В производстве,Омский государственный технический университет,,–30°С..+30°С,120.0
631,Россия,Коптерный тип,0.6,0.25,1.2,300.0,Электрический,,В производстве,ПИК ПБА,0.15,–10°С..+50°С,35.0
632,Россия,Самолетный тип,6.0,2.0,40.0,3100.0,Электрический,1.68,В производстве,Многоцелевые беспилотные комплексы,1.0,–20°С..+ 35°С,120.0
633,Россия,Самолетный тип,70.0,,300.0,4100.0,ДВС,,Снято с производства,Новик-XXI век,,н/д,120.0
634,Россия,Самолетный тип,1500.0,24.0,850.0,8000.0,ДВС,,В разработке,Кронштадт,300.0,н/д,150.0
635,Россия,Самолетный тип,10.0,2.0,50.0,3000.0,Электрический,,Снято с производства,"Концерн ""Вега""",,–40°С..+50°С,100.0
636,Украина,Коптерный тип,68.0,,15.0,2100.0,Электрический,,Снято с производства,Простор,32.0,н/д,70.0
637,Украина,Самолетный тип,10.0,2.25,25.0,4000.0,Электрический,2.0,В производстве,Spai Tech,,н/д,140.0
638,Россия,Самолетный тип,4.9,3.0,50.0,3000.0,Электрический,2.0,В производстве,Автономные аэрокосмические системы — ГеоСервис,1.0,–40°С.. +45°С,120.0
639,Китай,Самолетный тип,890.0,,550.0,10500.0,Газотурбинный,4.5,В разработке,Shenyang Aircraft Corporation,,н/д,1520.0
640,Австралия,Самолетный тип,35.0,,75.0,3500.0,Газотурбинный,2.5,В производстве,Cyber Technology,,н/д,200.0
641,Канада,Коптерный тип,2.4,0.83,3.0,2400.0,Электрический,,В производстве,Draganfly,0.5,−25°С..+40°С,32.0
642,Канада,Коптерный тип,2.47,0.25,3.0,500.0,Электрический,,В производстве,Draganfly,,н/д,25.0
643,Чехия,Вертолетный тип,150.0,7.0,100.0,4300.0,ДВС,,В производстве,LIAZ,40.0,−20°C..+50 °C,120.0
644,Швейцария,Самолетный тип,0.69,0.83,40.0,3100.0,Электрический,0.96,В производстве,SenseFly,,н/д,90.0
645,Швейцария,Вертолетный тип,44.0,1.5,30.0,3000.0,ДВС,,В производстве,Aeroscout,18.0,н/д,110.0
646,Швейцария,Самолетный тип,4.8,26.0,42.0,4200.0,Электрический,5.0,В разработке,ETH Zurich’s Autonomous Systems Lab,,н/д,100.0
647,Швейцария,Вертолетный тип,150.0,6.0,50.0,3000.0,ДВС,,В производстве,CybAero,55.0,н/д,130.0
648,Швейцария,Коптерный тип,0.81,0.13,3.0,500.0,Электрический,,В производстве,Flyability,,0°С..+50°С,25.0
649,Швейцария,Самолетный тип,300.0,,500.0,3000.0,ДВС,,В производстве,Flying Robots,,н/д,75.0
650,Швейцария,Самолетный тип,20.0,1.0,2.5,2100.0,ДВС,2.4,Снято с производства,RUAG Aviation,,н/д,120.0
651,Швейцария,Самолетный тип,21.5,8.0,100.0,4500.0,ДВС,3.3,В производстве,UMS Aero Group,,н/д,130.0
